,Title,Country,Location,Year,Total_Floors,Apart_Floors,Apart_Rooms,Total_Area,Price,Continent,C-Code,Price_category,Time_Period
27556,"2 room apartment 35 m² in Vidamlia, Belarus",Belarus,"Vidamlia, Brest Region, Vidamlianski sielski Saviet, Kamenets District, Belarus",1964,2,1,2,35,14500.0,Europe,5,Low price,1950-2000
27558,"1 room apartment 38 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1973,2,2,1,38,27000.0,Europe,5,Low price,1950-2000
27559,"2 room apartment 47 m² in Slonim, Belarus",Belarus,"Slonim, Hrodna Region, Slonim District, Belarus",1975,5,1,2,47,16000.0,Europe,5,Low price,1950-2000
27561,"1 room apartment 30 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1978,5,3,1,30,17500.0,Europe,5,Low price,1950-2000
27562,"2 room apartment 42 m² in Malaryta, Belarus",Belarus,"Malaryta, Brest Region, Malaryta District, Belarus",1969,4,4,2,42,19500.0,Europe,5,Low price,1950-2000
27563,"1 room apartment 31 m² in Lida, Belarus",Belarus,"Hrodna Region, Lida, Lida District, Belarus",1990,5,4,1,31,18500.0,Europe,5,Low price,1950-2000
27564,"2 room apartment 43 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1984,9,6,2,43,17000.0,Europe,5,Low price,1950-2000
27565,"1 room apartment 28 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1984,9,6,1,28,15000.0,Europe,5,Low price,1950-2000
27566,"1 room apartment 34 m² in Kobryn, Belarus",Belarus,"Kobryn, Brest Region, Kobryn District, Belarus",1971,5,2,1,34,17800.0,Europe,5,Low price,1950-2000
27567,"2 room apartment 34 m² in Balbasava, Belarus",Belarus,"Balbasava, Vitsebsk Region, Orsha District, Belarus",1959,4,4,2,34,13500.0,Europe,5,Low price,1950-2000
27568,"1 room apartment 30 m² in Kamyanyets, Belarus",Belarus,"Kamyanyets, Brest Region, Kamenets District, Belarus",1998,4,1,1,30,15500.0,Europe,5,Low price,1950-2000
27570,"2 room apartment 40 m² in Malaryta, Belarus",Belarus,"Malaryta, Brest Region, Malaryta District, Belarus",1969,4,2,2,40,16000.0,Europe,5,Low price,1950-2000
27571,"1 room apartment 35 m² in Vítebsk, Belarus",Belarus,"Vitsebsk Region, Vítebsk, Belarus",1980,9,1,1,35,25800.0,Europe,5,Low price,1950-2000
27572,"2 room apartment 55 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1930,3,1,2,55,23000.0,Europe,5,Low price,1900-1950
27573,"1 room apartment 36 m² in Baranavichy, Belarus",Belarus,"Brest Region, Baranavichy, Belarus",1991,5,4,1,36,21700.0,Europe,5,Low price,1950-2000
27574,"1 room apartment 37 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1987,5,5,1,37,25800.0,Europe,5,Low price,1950-2000
27575,"2 room apartment 43 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1964,5,3,2,43,28000.0,Europe,5,Low price,1950-2000
27576,"2 room apartment 47 m² in Novaja Hoza, Belarus",Belarus,"Novaja Hoza, Hrodna Region, Hozski sielski Saviet, Grodno District, Belarus",1981,5,5,2,47,24900.0,Europe,5,Low price,1950-2000
27578,"3 room apartment 69 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",1999,9,6,3,69,78900.0,Europe,5,Low price,1950-2000
27579,"3 room apartment 57 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",2023,25,4,3,57,83190.0,Europe,5,Low price,2010on
27580,"3 room apartment 57 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",2024,25,9,3,57,65300.0,Europe,5,Low price,2010on
27581,"2 room apartment 60 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",2022,19,18,2,60,76000.0,Europe,5,Low price,2010on
27582,"3 room apartment 64 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",2021,25,5,3,64,74708.0,Europe,5,Low price,2010on
27583,"1 room apartment 42 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",2017,10,7,1,42,46900.0,Europe,5,Low price,2010on
27584,"2 room apartment 70 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",2016,9,4,2,70,53000.0,Europe,5,Low price,2010on
27585,"3 room apartment 64 m² in Rechytsa, Belarus",Belarus,"Rechytsa, Homel Region, Rechytsa District, Belarus",1991,5,4,3,64,24000.0,Europe,5,Low price,1950-2000
27586,"2 room apartment 58 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1969,5,5,2,58,23000.0,Europe,5,Low price,1950-2000
27587,"2 room apartment 36 m² in cysc, Belarus",Belarus,"cysc, Minsk Region, cyscinski sielski Saviet, Maladzyechna District, Belarus",1957,2,1,2,36,18500.0,Europe,5,Low price,1950-2000
27588,"3 room apartment 56 m² in Babruysk, Belarus",Belarus,"Mahilyow Region, Babruysk, Belarus",1964,4,3,3,56,22800.0,Europe,5,Low price,1950-2000
27589,"1 room apartment 42 m² in Zhodzina, Belarus",Belarus,"Zhodzina, Minsk Region, Belarus",2021,5,3,1,42,24686.0,Europe,5,Low price,2010on
27590,"2 room apartment 51 m² in Lieninski, Belarus",Belarus,"Lieninski, Brest Region, Lieninski sielski Saviet, Zhabinka District, Belarus",1980,3,3,2,51,23000.0,Europe,5,Low price,1950-2000
27591,"3 room apartment 63 m² in Bykhaw, Belarus",Belarus,"Bykhaw, Mahilyow Region, Belarus",1974,5,4,3,63,24000.0,Europe,5,Low price,1950-2000
27592,"1 room apartment 28 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1985,9,8,1,28,26000.0,Europe,5,Low price,1950-2000
27593,"1 room apartment 37 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1992,10,7,1,37,23000.0,Europe,5,Low price,1950-2000
27594,"1 room apartment 41 m² in Baranavichy, Belarus",Belarus,"Brest Region, Baranavichy, Belarus",2008,5,5,1,41,23800.0,Europe,5,Low price,2000-2010
27595,"1 room apartment 32 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1961,4,3,1,32,23500.0,Europe,5,Low price,1950-2000
27596,"4 room apartment 58 m² in Byalynichy, Belarus",Belarus,"Byalynichy, Mahilyow Region, Byalynichy District, Belarus",1977,5,3,4,58,25000.0,Europe,5,Low price,1950-2000
27597,"1 room apartment 34 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1995,5,5,1,34,20500.0,Europe,5,Low price,1950-2000
27598,"1 room apartment 29 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1973,5,3,1,29,21000.0,Europe,5,Low price,1950-2000
27599,"2 room apartment 49 m² in Lieninski, Belarus",Belarus,"Lieninski, Brest Region, Lieninski sielski Saviet, Zhabinka District, Belarus",1977,5,2,2,49,25000.0,Europe,5,Low price,1950-2000
27600,"2 room apartment 49 m² in Barysaw, Belarus",Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",1970,5,2,2,49,26500.0,Europe,5,Low price,1950-2000
27601,"3 room apartment 59 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1974,3,3,3,59,21000.0,Europe,5,Low price,1950-2000
27602,"1 room apartment 31 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1964,5,5,1,31,30900.0,Europe,5,Low price,1950-2000
27603,"2 room apartment 49 m² in Staroje Sialo, Belarus",Belarus,"Staroje Sialo, Brest Region, Matykalski sielski Saviet, Brest District, Belarus",1975,3,2,2,49,32000.0,Europe,5,Low price,1950-2000
27604,"1 room apartment 27 m² in Minsk District, Belarus",Belarus,"Minsk Region, Minsk District, Belarus",2021,5,3,1,27,26948.0,Europe,5,Low price,2010on
27605,"3 room apartment 58 m² in Pleshchanitsy, Belarus",Belarus,"Pleshchanitsy, Minsk Region, Lahoysk District, Belarus",1958,2,1,3,58,26500.0,Europe,5,Low price,1950-2000
27608,"1 room apartment 36 m² in Malaryta, Belarus",Belarus,"Malaryta, Brest Region, Malaryta District, Belarus",1987,5,2,1,36,18000.0,Europe,5,Low price,1950-2000
27609,"2 room apartment 30 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1923,1,1,2,30,15000.0,Europe,5,Low price,1900-1950
27610,"2 room apartment 41 m² in Malaryta, Belarus",Belarus,"Malaryta, Brest Region, Malaryta District, Belarus",1975,5,5,2,41,18600.0,Europe,5,Low price,1950-2000
27612,"1 room apartment 33 m² in Vidamlia, Belarus",Belarus,"Vidamlia, Brest Region, Vidamlianski sielski Saviet, Kamenets District, Belarus",1975,2,2,1,33,15000.0,Europe,5,Low price,1950-2000
27613,"1 room apartment 28 m² in maculiscy, Belarus",Belarus,"Minsk Region, maculiscy, Minsk District, Belarus",2021,5,2,1,28,28216.0,Europe,5,Low price,2010on
27614,"1 room apartment 30 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1993,9,3,1,30,18000.0,Europe,5,Low price,1950-2000
27615,"2 room apartment 30 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1965,1,1,2,30,18600.0,Europe,5,Low price,1950-2000
27617,"2 room apartment 49 m² in Vileyka, Belarus",Belarus,"Vileyka, Minsk Region, Vileyka District, Belarus",1984,5,5,2,49,19000.0,Europe,5,Low price,1950-2000
27618,"1 room apartment 28 m² in Vítebsk, Belarus",Belarus,"Vitsebsk Region, Vítebsk, Belarus",1962,6,6,1,28,19500.0,Europe,5,Low price,1950-2000
27619,"2 room apartment 52 m² in Dziatlava, Belarus",Belarus,"Dziatlava, Hrodna Region, Dzyatlava District, Belarus",1992,5,4,2,52,20000.0,Europe,5,Low price,1950-2000
27620,"2 room apartment 51 m² in Navasady, Belarus",Belarus,"Navasady, Minsk Region, Losnicki sielski Saviet, Barysaw District, Belarus",1976,2,2,2,51,20000.0,Europe,5,Low price,1950-2000
27621,"2 room apartment 42 m² in Čyrvonaja Slabada, Belarus",Belarus,"Čyrvonaja Slabada, Minsk Region, Salihorsk District, Belarus",1970,2,1,2,42,18000.0,Europe,5,Low price,1950-2000
27622,"1 room apartment 33 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1960,4,3,1,33,26000.0,Europe,5,Low price,1950-2000
27623,"1 room apartment 30 m² in Baranavichy, Belarus",Belarus,"Brest Region, Baranavichy, Belarus",1962,5,4,1,30,23000.0,Europe,5,Low price,1950-2000
27624,"1 room apartment 30 m² in Barysaw, Belarus",Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",1961,5,4,1,30,26000.0,Europe,5,Low price,1950-2000
27625,"2 room apartment 57 m² in Malaryta, Belarus",Belarus,"Malaryta, Brest Region, Malaryta District, Belarus",2012,5,1,2,57,25800.0,Europe,5,Low price,2010on
27626,"2 room apartment 43 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1987,9,6,2,43,28000.0,Europe,5,Low price,1950-2000
27627,"3 room apartment 53 m² in Radvanicki sielski Saviet, Belarus",Belarus,"Brest Region, Radvanicki sielski Saviet, Brest District, Belarus",1950,1,1,3,53,20000.0,Europe,5,Low price,1950-2000
27628,"3 room apartment 56 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",2021,16,5,3,56,62010.0,Europe,5,Low price,2010on
27629,"2 room apartment 49 m² in Rechytsa, Belarus",Belarus,"Rechytsa, Homel Region, Rechytsa District, Belarus",1972,5,1,2,49,20000.0,Europe,5,Low price,1950-2000
27630,"2 room apartment 43 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1965,5,4,2,43,19000.0,Europe,5,Low price,1950-2000
27631,"2 room apartment 49 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",1982,5,3,2,49,65000.0,Europe,5,Low price,1950-2000
27632,"3 room apartment 71 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1998,9,6,3,71,59500.0,Europe,5,Low price,1950-2000
27633,"3 room apartment 56 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",2021,16,5,3,56,65064.0,Europe,5,Low price,2010on
27634,"3 room apartment 85 m² in Mahilyow, Belarus",Belarus,"Mahilyow Region, Mahilyow, Belarus",1998,10,7,3,85,56700.0,Europe,5,Low price,1950-2000
27635,"3 room apartment 72 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",2007,10,10,3,72,56500.0,Europe,5,Low price,2000-2010
27636,"3 room apartment 67 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1985,9,8,3,67,51500.0,Europe,5,Low price,1950-2000
27637,"2 room apartment 50 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1973,5,1,2,50,40000.0,Europe,5,Low price,1950-2000
27638,"2 room apartment 56 m² in Lieninski, Belarus",Belarus,"Lieninski, Brest Region, Lieninski sielski Saviet, Zhabinka District, Belarus",1994,3,1,2,56,25000.0,Europe,5,Low price,1950-2000
27639,"1 room apartment 30 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",2022,16,14,1,30,35835.0,Europe,5,Low price,2010on
27640,"1 room apartment 37 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1981,9,4,1,37,28900.0,Europe,5,Low price,1950-2000
27641,"2 room apartment 48 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1980,5,5,2,48,27000.0,Europe,5,Low price,1950-2000
27642,"2 room apartment 48 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1976,9,2,2,48,25500.0,Europe,5,Low price,1950-2000
27643,"3 room apartment 58 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",1968,5,5,3,58,65000.0,Europe,5,Low price,1950-2000
27644,"1 room apartment 37 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1990,9,3,1,37,34000.0,Europe,5,Low price,1950-2000
27645,"2 room apartment 40 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1971,5,5,2,40,31000.0,Europe,5,Low price,1950-2000
27646,"1 room apartment 23 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1987,5,3,1,23,21000.0,Europe,5,Low price,1950-2000
27647,"3 room apartment 70 m² in Maza, Belarus",Belarus,"Maza, Minsk Region, Kapylski sielski Saviet, Kapyl District, Belarus",1992,2,1,3,70,20900.0,Europe,5,Low price,1950-2000
27648,"1 room apartment 36 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1988,9,8,1,36,25900.0,Europe,5,Low price,1950-2000
27649,"1 room apartment 30 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1947,1,1,1,30,23900.0,Europe,5,Low price,1900-1950
27650,"2 room apartment 41 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1967,5,2,2,41,25000.0,Europe,5,Low price,1950-2000
27651,"3 room apartment 72 m² in Baran, Belarus",Belarus,"Baran, Vitsebsk Region, Orsha District, Belarus",1979,5,5,3,72,19950.0,Europe,5,Low price,1950-2000
27652,"3 room apartment 61 m² in Slonim, Belarus",Belarus,"Slonim, Hrodna Region, Slonim District, Belarus",1975,5,5,3,61,19900.0,Europe,5,Low price,1950-2000
27653,"2 room apartment 46 m² in Staryya Darohi, Belarus",Belarus,"Staryya Darohi, Minsk Region, Staryya Darohi District, Belarus",1982,5,5,2,46,18000.0,Europe,5,Low price,1950-2000
27654,"2 room apartment 43 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1965,4,2,2,43,17900.0,Europe,5,Low price,1950-2000
27655,"1 room apartment 32 m² in Hrodna, Belarus",Belarus,"Hrodna Region, Hrodna, Belarus",1969,5,2,1,32,23500.0,Europe,5,Low price,1950-2000
27656,"2 room apartment 46 m² in Hrodna, Belarus",Belarus,"Hrodna Region, Hrodna, Belarus",1971,2,1,2,46,20000.0,Europe,5,Low price,1950-2000
27657,"1 room apartment 34 m² in Barysaw, Belarus",Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",1973,5,5,1,34,23000.0,Europe,5,Low price,1950-2000
27658,"3 room apartment 58 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",1969,5,5,3,58,23000.0,Europe,5,Low price,1950-2000
27659,"3 room apartment 63 m² in Dziatlava, Belarus",Belarus,"Dziatlava, Hrodna Region, Dzyatlava District, Belarus",1986,5,5,3,63,21500.0,Europe,5,Low price,1950-2000
27660,"1 room apartment 36 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1984,9,8,1,36,19000.0,Europe,5,Low price,1950-2000
27661,"1 room apartment 38 m² in Bluzski sielski Saviet, Belarus",Belarus,"Minsk Region, Bluzski sielski Saviet, Pukhavichy District, Belarus",1976,4,2,1,38,17900.0,Europe,5,Low price,1950-2000
27662,"2 room apartment 57 m² in Malaryta, Belarus",Belarus,"Malaryta, Brest Region, Malaryta District, Belarus",1986,4,3,2,57,20650.0,Europe,5,Low price,1950-2000
27663,"2 room apartment 49 m² in Abiarouscyna, Belarus",Belarus,"Abiarouscyna, Brest Region, Rasnianski sielski Saviet, Kamenets District, Belarus",1981,5,2,2,49,19000.0,Europe,5,Low price,1950-2000
27664,"1 room apartment 37 m² in Kobryn, Belarus",Belarus,"Kobryn, Brest Region, Kobryn District, Belarus",1992,5,3,1,37,19900.0,Europe,5,Low price,1950-2000
27665,"3 room apartment 56 m² in Navasady, Belarus",Belarus,"Navasady, Minsk Region, Losnicki sielski Saviet, Barysaw District, Belarus",1960,1,1,3,56,21900.0,Europe,5,Low price,1950-2000
27666,"3 room apartment 53 m² in Krasnaye, Belarus",Belarus,"Krasnaye, Minsk Region, Krasnienski sielski Saviet, Maladzyechna District, Belarus",1972,2,1,3,53,23000.0,Europe,5,Low price,1950-2000
27667,"1 room apartment 36 m² in Barysaw, Belarus",Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",1974,5,5,1,36,26500.0,Europe,5,Low price,1950-2000
27668,"1 room apartment 41 m² in Vuhly, Belarus",Belarus,"Vuhly, Minsk Region, Pryharadny sielski Saviet, Barysaw District, Belarus",1997,4,3,1,41,24000.0,Europe,5,Low price,1950-2000
27669,"1 room apartment 27 m² in maculiscy, Belarus",Belarus,"Minsk Region, maculiscy, Minsk District, Belarus",2021,5,3,1,27,26948.0,Europe,5,Low price,2010on
27670,"1 room apartment 32 m² in Vítebsk, Belarus",Belarus,"Vitsebsk Region, Vítebsk, Belarus",1969,6,6,1,32,22000.0,Europe,5,Low price,1950-2000
27671,"3 room apartment 58 m² in Zareccia, Belarus",Belarus,"Zareccia, Minsk Region, Pliski sielski Saviet, Smalyavichy District, Belarus",1980,2,2,3,58,29999.0,Europe,5,Low price,1950-2000
27672,"1 room apartment 37 m² in Orsha, Belarus",Belarus,"Vitsebsk Region, Orsha, Orsha District, Belarus",2013,9,5,1,37,24300.0,Europe,5,Low price,2010on
27673,"2 room apartment 38 m² in Maladzyechna, Belarus",Belarus,"Minsk Region, Maladzyechna, Maladzyechna District, Belarus",1966,2,1,2,38,26300.0,Europe,5,Low price,1950-2000
27674,"3 room apartment 95 m² in Malaryta, Belarus",Belarus,"Malaryta, Brest Region, Malaryta District, Belarus",1984,2,1,3,95,24000.0,Europe,5,Low price,1950-2000
27675,"1 room apartment 29 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1948,4,4,1,29,23500.0,Europe,5,Low price,1900-1950
27676,"2 room apartment 52 m² in Drahichyn, Belarus",Belarus,"Drahichyn, Brest Region, Drahichyn District, Belarus",1986,4,4,2,52,20600.0,Europe,5,Low price,1950-2000
27677,"1 room apartment 37 m² in Vawkavysk, Belarus",Belarus,"Vawkavysk, Hrodna Region, Vawkavysk District, Belarus",1988,5,3,1,37,24000.0,Europe,5,Low price,1950-2000
27678,"2 room apartment 42 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1966,5,5,2,42,24500.0,Europe,5,Low price,1950-2000
27679,"2 room apartment 55 m² in Cherni, Belarus",Belarus,"Cherni, Brest Region, cerninski sielski Saviet, Brest District, Belarus",1981,3,2,2,55,29800.0,Europe,5,Low price,1950-2000
27680,"2 room apartment 42 m² in Malaryta, Belarus",Belarus,"Malaryta, Brest Region, Malaryta District, Belarus",1980,4,2,2,42,19900.0,Europe,5,Low price,1950-2000
27681,"2 room apartment 42 m² in Homel, Belarus",Belarus,"Homel Region, Homel, Belarus",1966,5,5,2,42,24000.0,Europe,5,Low price,1950-2000
27682,"3 room apartment 73 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1980,5,5,3,73,57000.0,Europe,5,Low price,1950-2000
27683,"2 room apartment 45 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",2021,25,4,2,45,49560.0,Europe,5,Low price,2010on
27684,"2 room apartment 52 m² in Salihorsk, Belarus",Belarus,"Minsk Region, Salihorsk, Salihorsk District, Belarus",2011,5,2,2,52,49000.0,Europe,5,Low price,2010on
27685,"1 room apartment 28 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",2022,25,9,1,28,47000.0,Europe,5,Low price,2010on
27686,"2 room apartment 55 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1991,5,1,2,55,33000.0,Europe,5,Low price,1950-2000
27687,"1 room apartment 35 m² in Dzyarzhynsk, Belarus",Belarus,"Dzyarzhynsk, Minsk Region, Dzyarzhynsk District, Belarus",1971,5,5,1,35,32000.0,Europe,5,Low price,1950-2000
27688,"1 room apartment 37 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1985,9,3,1,37,33500.0,Europe,5,Low price,1950-2000
27689,"3 room apartment 58 m² in Sluck, Belarus",Belarus,"Sluck, Minsk Region, Slutsk District, Belarus",1970,5,3,3,58,25900.0,Europe,5,Low price,1950-2000
27690,"1 room apartment 27 m² in maculiscy, Belarus",Belarus,"Minsk Region, maculiscy, Minsk District, Belarus",2021,5,4,1,27,26792.0,Europe,5,Low price,2010on
27691,"1 room apartment 33 m² in Minsk, Belarus",Belarus,"Minsk, Belarus",1984,9,8,1,33,39900.0,Europe,5,Low price,1950-2000
27693,"3 room apartment 61 m² in Zhodzina, Belarus",Belarus,"Zhodzina, Minsk Region, Belarus",1970,5,5,3,61,38000.0,Europe,5,Low price,1950-2000
27694,"2 room apartment 49 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1977,5,5,2,49,36500.0,Europe,5,Low price,1950-2000
27695,"2 room apartment 50 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1968,5,4,2,50,35000.0,Europe,5,Low price,1950-2000
27697,"2 room apartment 55 m² in Barysaw, Belarus",Belarus,"Minsk Region, Barysaw, Barysaw District, Belarus",1986,5,3,2,55,23400.0,Europe,5,Low price,1950-2000
27698,"2 room apartment 55 m² in Brest, Belarus",Belarus,"Brest Region, Brest, Belarus",1997,9,2,2,55,43300.0,Europe,5,Low price,1950-2000
