,title,country,location,building_construction_year,building_total_floors,apartment_floor,apartment_rooms,apartment_total_area,price_in_USD,Continent
63438,"2 room apartment 39 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,21.0,4.0,2.0,39.0,102754.0,Asia
63439,"2 room apartment 50 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,19.0,14.0,2.0,50.0,119297.0,Asia
63440,"2 room apartment 39 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,10.0,10.0,2.0,39.0,119545.0,Asia
63441,"1 room apartment 33 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,6.0,1.0,33.0,120219.0,Asia
63443,"3 room apartment 79 m² in Krasnoye Selo, Russia",Russia,"Krasnoye Selo, Northwestern Federal District, Krasnoselskiy rayon, Russia",2025,9.0,3.0,3.0,79.0,96648.0,Asia
63446,"1 room apartment 35 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,12.0,11.0,1.0,35.0,120109.0,Asia
63454,"2 room apartment 40 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,5.0,2.0,40.0,115851.0,Asia
63456,"1 room apartment 38 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,10.0,7.0,1.0,38.0,115131.0,Asia
63457,"1 room apartment 37 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,16.0,1.0,37.0,119773.0,Asia
63458,"2 room apartment 40 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,8.0,3.0,2.0,40.0,104450.0,Asia
63459,"2 room apartment 34 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,16.0,2.0,34.0,110979.0,Asia
63460,"2 room apartment 42 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,17.0,2.0,2.0,42.0,107459.0,Asia
63461,"2 room apartment 42 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,2.0,2.0,42.0,109606.0,Asia
63463,"4 room apartment 66 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,18.0,8.0,4.0,66.0,156528.0,Asia
63465,"4 room apartment 79 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,21.0,11.0,4.0,79.0,173596.0,Asia
63466,"2 room apartment 59 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,4.0,2.0,59.0,150556.0,Asia
63475,"2 room apartment 44 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,15.0,2.0,44.0,127184.0,Asia
63478,"3 room apartment 68 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,8.0,3.0,68.0,164113.0,Asia
63479,"3 room apartment 78 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,16.0,4.0,3.0,78.0,172145.0,Asia
63480,"4 room apartment 77 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,29.0,4.0,77.0,190660.0,Asia
63481,"3 room apartment 69 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,17.0,3.0,69.0,164314.0,Asia
63482,"4 room apartment 85 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,8.0,4.0,85.0,181023.0,Asia
63487,"2 room apartment 55 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,14.0,10.0,2.0,55.0,147614.0,Asia
63488,"1 room apartment 35 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,9.0,7.0,1.0,35.0,100799.0,Asia
63489,"4 room apartment 117 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,29.0,4.0,5.0,117.0,590505.0,Asia
63490,"1 room apartment 30 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,6.0,1.0,30.0,111930.0,Asia
63509,"2 room apartment 70 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,26.0,9.0,2.0,70.0,665401.0,Asia
63514,"1 room apartment 34 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,2.0,1.0,34.0,111782.0,Asia
63516,"1 room apartment 23 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,6.0,1.0,23.0,98070.0,Asia
63521,"2 room apartment 36 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,21.0,15.0,2.0,36.0,107571.0,Asia
63522,"3 room apartment 64 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,14.0,9.0,3.0,64.0,162323.0,Asia
63547,"3 room apartment 76 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,3.0,3.0,76.0,370688.0,Asia
63554,"1 room apartment 36 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,5.0,1.0,36.0,230807.0,Asia
63557,"1 room apartment 23 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,18.0,18.0,1.0,23.0,91787.0,Asia
63558,"4 room apartment 79 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,17.0,3.0,4.0,79.0,160465.0,Asia
63559,"2 room apartment 67 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,9.0,2.0,67.0,160669.0,Asia
63560,"4 room apartment 65 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,6.0,4.0,65.0,138444.0,Asia
63561,"4 room apartment 64 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,8.0,4.0,64.0,160229.0,Asia
63587,"2 room apartment 53 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,18.0,3.0,2.0,53.0,130471.0,Asia
63588,"2 room apartment 53 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,19.0,3.0,2.0,53.0,126984.0,Asia
63590,"2 room apartment 44 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,7.0,2.0,44.0,116537.0,Asia
63592,"3 room apartment 62 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,3.0,3.0,62.0,144271.0,Asia
63593,"2 room apartment 55 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,13.0,2.0,55.0,136721.0,Asia
63594,"1 room apartment 28 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,20.0,1.0,28.0,93357.0,Asia
63598,"1 room apartment 26 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,16.0,3.0,1.0,26.0,86790.0,Asia
63599,"2 room apartment 56 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,9.0,9.0,2.0,56.0,123120.0,Asia
63601,"1 room apartment 39 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,2.0,1.0,39.0,111464.0,Asia
63604,"2 room apartment 37 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,7.0,2.0,37.0,108113.0,Asia
63605,"1 room apartment 21 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,10.0,1.0,21.0,77437.0,Asia
63607,"1 room apartment 35 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,12.0,1.0,35.0,113231.0,Asia
63609,"1 room apartment 36 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,12.0,1.0,36.0,104443.0,Asia
63611,"2 room apartment 42 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,2.0,2.0,42.0,105180.0,Asia
63612,"1 room apartment 34 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,24.0,18.0,1.0,34.0,106044.0,Asia
63613,"1 room apartment 24 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,13.0,1.0,24.0,93272.0,Asia
63622,"4 room apartment 104 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,4.0,4.0,104.0,482301.0,Asia
63627,"2 room apartment 48 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,14.0,2.0,48.0,269009.0,Asia
63628,"1 room apartment 39 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,20.0,1.0,39.0,112127.0,Asia
63631,"3 room apartment 61 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,8.0,3.0,61.0,137588.0,Asia
63634,"3 room apartment 53 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,9.0,7.0,3.0,53.0,128409.0,Asia
63637,"2 room apartment 56 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,6.0,2.0,56.0,147408.0,Asia
63638,"3 room apartment 56 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,13.0,3.0,56.0,138901.0,Asia
63639,"3 room apartment 61 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,17.0,16.0,3.0,61.0,138125.0,Asia
63640,"3 room apartment 53 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,10.0,3.0,53.0,148926.0,Asia
63643,"1 room apartment 22 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,14.0,1.0,22.0,81032.0,Asia
63644,"1 room apartment 21 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,3.0,1.0,21.0,79394.0,Asia
63645,"1 room apartment 23 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,17.0,17.0,1.0,23.0,85489.0,Asia
63648,"1 room apartment 20 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,15.0,14.0,1.0,20.0,78412.0,Asia
63650,"1 room apartment 24 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,16.0,9.0,1.0,24.0,87698.0,Asia
63651,"3 room apartment 77 m² in Vsevolozhsk, Russia",Russia,"Northwestern Federal District, Vsevolozhsk, Vsevolozhsky District, Russia",2025,12.0,2.0,3.0,77.0,97087.0,Asia
63654,"2 room apartment 40 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,9.0,2.0,40.0,98017.0,Asia
63656,"3 room apartment 56 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,14.0,3.0,56.0,130168.0,Asia
63658,"2 room apartment 41 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,19.0,18.0,2.0,41.0,110557.0,Asia
63659,"2 room apartment 44 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,15.0,2.0,44.0,118724.0,Asia
63689,"2 room apartment 54 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,14.0,2.0,54.0,286038.0,Asia
63695,"4 room apartment 100 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,11.0,4.0,100.0,239087.0,Asia
63697,"4 room apartment 100 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,29.0,9.0,5.0,100.0,517985.0,Asia
63698,"4 room apartment 100 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,15.0,4.0,100.0,244144.0,Asia
63699,"4 room apartment 93 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,21.0,16.0,4.0,93.0,208869.0,Asia
63701,"3 room apartment 65 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,2.0,3.0,65.0,295681.0,Asia
63708,"4 room apartment 93 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,21.0,8.0,4.0,93.0,201018.0,Asia
63709,"2 room apartment 50 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,15.0,2.0,50.0,123666.0,Asia
63710,"1 room apartment 30 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,9.0,1.0,30.0,113019.0,Asia
63712,"1 room apartment 38 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,18.0,6.0,1.0,38.0,118371.0,Asia
63713,"2 room apartment 39 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,21.0,7.0,2.0,39.0,109558.0,Asia
63715,"2 room apartment 38 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,9.0,2.0,38.0,111023.0,Asia
63716,"2 room apartment 40 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,7.0,2.0,40.0,111979.0,Asia
63717,"1 room apartment 37 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,8.0,1.0,37.0,101678.0,Asia
63718,"1 room apartment 28 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,21.0,1.0,28.0,93762.0,Asia
63719,"2 room apartment 56 m² in Krasnoye Selo, Russia",Russia,"Krasnoye Selo, Northwestern Federal District, Krasnoselskiy rayon, Russia",2026,11.0,9.0,2.0,56.0,79109.0,Asia
63720,"1 room apartment 34 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,21.0,9.0,1.0,34.0,94401.0,Asia
63721,"1 room apartment 29 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,7.0,4.0,1.0,29.0,84936.0,Asia
63722,"1 room apartment 23 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,8.0,1.0,23.0,86542.0,Asia
63726,"2 room apartment 36 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,21.0,11.0,2.0,36.0,105696.0,Asia
63727,"2 room apartment 41 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,2.0,2.0,41.0,93193.0,Asia
63728,"1 room apartment 24 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,8.0,1.0,24.0,84595.0,Asia
63729,"1 room apartment 33 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,10.0,7.0,1.0,33.0,100485.0,Asia
63732,"1 room apartment 39 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,16.0,2.0,1.0,39.0,118749.0,Asia
